iter	RMSE
402	23433.97559
403	23358.59581
404	23284.29785
405	23196.05717
406	23118.23661
407	23065.30876
408	22992.91084
409	22912.19777
410	22834.20157
411	22757.48915
412	22695.0919
413	22626.43074
414	22529.64714
415	22447.56307
416	22372.04533
417	22294.33267
418	22209.63662
419	22160.25451
420	22111.51062
421	22050.57674
422	21982.084
423	21907.95679
424	21833.98946
425	21752.98863
426	21687.46214
427	21599.54541
428	21516.28515
429	21449.52711
430	21380.57857
431	21309.02566
432	21232.67612
433	21158.21779
434	21087.50981
435	21020.49034
436	20954.37339
437	20872.53427
438	20809.77508
439	20747.9088
440	20684.14943
441	20618.46441
442	20553.09593
443	20508.2985
444	20445.03578
445	20376.61374
446	20316.64451
447	20255.19342
448	20184.58222
449	20120.34951
450	20059.75684
451	19998.22711
452	19940.34495
453	19864.65762
454	19792.73323
455	19729.06208
456	19671.18122
457	19614.56879
458	19553.07294
459	19487.36328
460	19426.46022
461	19361.19396
462	19309.59456
463	19250.26024
464	19175.68918
465	19113.63334
466	19072.85411
467	19016.16959
468	18976.11888
469	18910.78959
470	18872.23637
471	18805.69359
472	18737.84473
473	18687.88512
474	18627.90461
475	18568.33892
476	18511.63505
477	18458.57565
478	18404.1839
479	18341.74285
480	18305.11581
481	18251.08153
482	18214.88715
483	18170.87634
484	18113.09717
485	18052.63182
486	17993.92936
487	17928.29248
488	17876.35588
489	17826.07212
490	17766.65875
491	17730.74194
492	17689.31889
493	17639.19775
494	17604.57424
495	17556.49379
496	17506.79633
497	17459.90203
498	17413.40992
499	17379.97323
500	17312.4584
501	17263.08741
502	17222.14961
503	17174.31892
504	17118.34839
505	17072.24007
506	17024.07829
507	16968.57462
508	16921.65834
509	16849.94041
510	16806.79926
511	16755.35174
512	16709.33089
513	16677.63276
514	16634.52028
515	16603.29251
516	16549.25734
517	16511.73944
518	16468.3574
519	16437.67437
520	16407.33655
521	16348.2625
522	16308.91504
523	16267.07391
524	16218.26342
525	16165.39616
526	16117.85732
527	16087.67587
528	16058.9836
529	16017.92998
530	15975.43263
531	15923.84611
532	15878.13422
533	15834.74243
534	15782.58642
535	15753.75786
536	15707.39424
537	15665.65332
538	15623.21791
539	15594.79662
540	15555.07461
541	15506.91497
542	15469.22091
543	15417.41801
544	15391.61446
545	15350.56156
546	15309.90883
547	15269.61866
548	15243.39728
549	15194.87482
550	15152.78378
551	15126.88968
552	15095.48876
553	15056.97942
554	15041.17378
555	14997.29681
556	14954.72157
557	14912.8134
558	14868.05367
559	14829.0139
560	14783.76095
561	14742.88047
562	14718.78106
563	14687.59264
564	14663.60479
565	14627.20072
566	14590.53365
567	14558.28148
568	14522.85356
569	14498.71139
570	14445.62611
571	14404.32724
572	14368.32044
573	14328.132
574	14282.77675
575	14259.72421
576	14224.79239
577	14187.15136
578	14138.43251
579	14104.35957
580	14069.3175
581	14028.17546
582	14006.51741
583	13965.53168
584	13929.12721
585	13898.72486
586	13885.50691
587	13864.58821
588	13827.66552
589	13791.82564
590	13757.21449
591	13720.0795
592	13681.78279
593	13659.50143
594	13616.66859
595	13582.86412
596	13548.66957
597	13520.97674
598	13483.62806
599	13462.98574
600	13432.91514
601	13392.61001
602	13358.1162
603	13327.90113
604	13308.38575
605	13284.70136
606	13252.76834
607	13232.00157
608	13195.04758
609	13164.72632
610	13125.32241
611	13094.0127
612	13063.22979
613	13029.21587
614	12995.91248
615	12963.26076
616	12916.10389
617	12887.84929
618	12853.73228
619	12828.28662
620	12788.0951
621	12770.5973
622	12726.03225
623	12701.50732
624	12664.26472
625	12637.80216
626	12617.95627
627	12575.27992
628	12543.12577
629	12511.7275
630	12470.48505
631	12444.74712
632	12419.92461
633	12401.98602
634	12373.67454
635	12331.49195
636	12306.07445
637	12278.67636
638	12258.96628
639	12226.48807
640	12185.55102
641	12169.72786
642	12136.26942
643	12094.13769
644	12064.11585
645	12040.44802
646	12016.83364
647	11984.73918
648	11949.60151
649	11909.8008
650	11880.64622
651	11846.72584
652	11818.65976
653	11790.5559
654	11764.57164
655	11724.40586
656	11709.29817
657	11694.75262
658	11667.25524
659	11622.87176
660	11608.25702
661	11582.0976
662	11554.597
663	11525.27794
664	11492.20268
665	11467.18254
666	11436.61781
667	11421.88778
668	11395.62852
669	11369.44316
670	11344.55474
671	11316.15672
672	11295.1492
673	11274.62853
674	11255.40363
675	11234.82358
676	11214.14264
677	11179.80262
678	11149.08187
679	11119.45444
680	11096.13895
681	11087.77069
682	11054.55572
683	11016.8371
684	11003.92656
685	10982.14237
686	10956.03855
687	10932.50692
688	10909.70849
689	10883.37457
690	10859.90265
691	10836.53598
692	10814.81669
693	10788.84941
694	10759.38521
695	10740.71986
696	10712.56054
697	10687.76142
698	10670.83353
699	10663.33546
700	10651.03046
701	10635.18689
702	10606.17079
703	10577.66248
704	10566.09213
705	10549.52046
706	10523.28662
707	10501.25807
708	10486.92453
709	10464.10648
710	10443.84278
711	10422.73439
712	10397.05271
713	10379.64322
714	10358.45167
715	10332.55392
716	10310.92558
717	10290.43429
718	10260.14324
719	10246.79181
720	10219.80009
721	10201.49994
722	10195.1254
723	10184.83936
724	10161.6503
725	10138.32476
726	10119.93244
727	10096.97561
728	10078.23317
729	10068.36474
730	10057.23389
731	10037.15508
732	10009.45026
733	9979.305538
734	9960.887259
735	9938.635911
736	9926.852146
737	9905.961382
738	9881.873796
739	9872.076175
740	9853.428692
741	9836.848168
742	9818.732065
743	9811.980391
744	9789.093245
745	9759.419167
746	9750.616082
747	9733.344649
748	9708.219731
749	9680.004833
750	9655.105103
751	9630.706469
752	9601.908213
753	9582.180315
754	9564.889591
755	9549.679521
756	9523.197017
757	9505.469893
758	9488.559264
759	9461.047731
760	9437.004109
761	9419.723899
762	9397.335602
763	9369.583347
764	9352.415387
765	9325.811768
766	9313.225716
767	9303.85947
768	9287.508364
769	9264.95293
770	9246.644859
771	9229.417947
772	9212.966483
773	9203.712368
774	9184.233602
775	9162.700476
776	9144.618236
777	9130.514361
778	9112.715095
779	9094.432035
780	9076.115561
781	9061.846301
782	9045.344752
783	9036.216192
784	9022.849852
785	9014.610429
786	8998.189973
787	8983.867801
788	8973.18477
789	8956.68681
790	8941.077984
791	8929.886687
792	8901.198396
793	8875.300349
794	8859.66508
795	8846.336769
796	8837.864675
797	8812.485001
798	8798.208349
799	8774.474356
800	8759.723673
801	8741.127381
802	8726.430846
803	8712.934226
804	8700.748277
805	8692.046606
806	8685.470792
807	8666.901786
808	8650.581661
809	8634.869558
810	8620.511128
811	8603.996366
812	8588.881727
813	8581.557466
814	8567.945179
815	8557.341353
816	8543.153963
817	8529.017449
818	8513.41007
819	8499.537078
820	8487.739119
821	8472.636759
822	8456.208151
823	8441.91375
824	8428.946506
825	8416.930297
826	8409.569394
827	8397.464251
828	8381.12047
829	8360.019909
830	8355.401762
831	8344.828568
832	8337.278623
833	8327.348718
834	8319.094886
835	8306.542486
836	8295.101613
837	8271.474646
838	8256.126631
839	8240.883457
840	8227.918109
841	8215.056751
842	8210.457241
843	8187.938092
844	8175.908398
845	8169.358593
846	8153.116497
847	8146.006767
848	8137.132804
849	8130.140663
850	8119.003103
851	8107.208938
852	8100.026022
853	8091.48526
854	8075.859875
855	8063.365832
856	8052.338233
857	8046.522087
858	8034.882371
859	8030.274135
860	8019.294833
861	8008.178861
862	7996.149485
863	7990.374551
864	7966.749142
865	7946.473265
866	7933.609042
867	7922.046574
868	7909.108939
869	7897.883525
870	7886.509021
871	7874.807714
872	7860.73156
873	7851.02412
874	7836.525725
875	7822.162638
876	7805.404241
877	7799.11487
878	7786.036362
879	7781.892734
880	7775.48148
881	7753.644472
882	7733.354737
883	7724.270552
884	7711.56667
885	7701.318931
886	7691.070796
887	7676.500292
888	7666.377883
889	7657.450688
890	7653.755435
891	7643.51986
892	7633.156559
893	7624.097404
894	7614.29056
895	7608.229167
896	7589.835063
897	7584.188001
898	7570.593592
899	7564.828361
900	7548.588873
901	7530.663434
902	7520.949002
903	7517.567121
904	7513.670124
905	7505.049246
906	7486.998453
907	7478.590764
908	7470.615321
909	7456.447232
910	7438.534953
911	7434.677139
912	7431.381333
913	7421.973537
914	7416.390032
915	7398.415609
916	7394.718069
917	7389.325322
918	7380.170046
919	7372.925446
920	7369.691676
921	7360.089021
922	7354.608778
923	7351.46333
924	7343.601017
925	7340.227894
926	7336.920323
927	7333.740009
928	7326.56398
929	7308.488947
930	7305.304964
931	7297.732776
932	7286.610658
933	7283.578643
934	7276.253657
935	7261.432724
936	7258.349786
937	7246.179582
938	7228.267633
939	7225.173626
940	7208.491222
941	7194.629934
942	7185.887842
943	7166.595606
944	7148.895002
945	7141.429166
946	7127.312764
947	7110.484058
948	7103.065996
949	7100.031429
950	7095.135943
951	7086.664203
952	7067.669514
953	7059.877576
954	7043.404162
955	7036.488472
956	7021.69239
957	7014.009106
958	7011.049784
959	7008.091558
960	7003.77074
961	6999.44413
962	6995.177965
963	6992.461305
964	6984.596603
965	6978.70002
966	6976.117287
967	6971.977451
968	6953.470372
969	6950.654049
970	6943.962605
971	6937.431935
972	6934.667275
973	6917.238187
974	6909.90013
975	6902.615006
976	6896.764121
977	6893.981617
978	6891.255859
979	6879.730421
980	6864.387424
981	6861.707252
982	6858.835815
983	6854.880143
984	6839.399834
985	6833.260331
986	6829.396377
987	6822.976562
988	6808.464103
989	6793.791694
990	6789.724559
991	6787.159748
992	6770.968178
993	6768.425591
994	6765.864736
995	6763.323587
996	6759.547471
997	6757.040821
998	6740.849715
999	6738.309888
1000	6723.393086
1001	6720.956127
1002	6704.121543
1003	6700.425242
1004	6698.074173
1005	6695.404597
1006	6693.07371
1007	6690.622852
1008	6679.225387
1009	6663.862738
1010	6651.254263
1011	6647.204819
1012	6643.211654
1013	6640.924173
1014	6638.428445
1015	6623.583751
1016	6621.317609
1017	6606.767216
1018	6604.372683
1019	6589.070798
1020	6582.640311
1021	6569.059991
1022	6566.702796
1023	6561.035338
1024	6555.502061
1025	6541.792276
1026	6539.289784
1027	6537.103835
1028	6525.779656
1029	6523.508844
1030	6508.47317
1031	6506.30978
1032	6502.952963
1033	6500.807584
1034	6498.69674
1035	6496.616626
1036	6482.792948
1037	6469.568557
1038	6455.093542
1039	6452.809165
1040	6438.166389
1041	6436.058211
1042	6433.960746
1043	6431.579462
1044	6425.945248
1045	6423.754969
1046	6421.691298
1047	6419.639347
1048	6417.640403
1049	6412.42947
1050	6397.546124
1051	6385.370852
1052	6383.348007
1053	6378.173041
1054	6375.871649
1055	6370.622469
1056	6356.702042
1057	6354.714291
1058	6352.736451
1059	6350.509686
1060	6348.547232
1061	6338.715196
1062	6336.686773
1063	6334.795131
1064	6324.044859
1065	6322.118126
1066	6307.938674
1067	6295.393109
1068	6288.862475
1069	6286.884827
1070	6284.983909
1071	6282.819388
1072	6280.931534
1073	6267.423986
1074	6253.517294
1075	6240.439908
1076	6232.92768
1077	6222.419115
1078	6209.026405
1079	6206.956713
1080	6204.787492
1081	6196.524805
1082	6194.559923
1083	6189.669366
1084	6187.856292
1085	6185.923058
1086	6172.90902
1087	6171.138322
1088	6160.847955
1089	6152.051073
1090	6143.341667
1091	6130.309615
1092	6128.510749
1093	6126.764866
1094	6114.600526
1095	6110.209736
1096	6108.434721
1097	6103.599193
1098	6094.100162
1099	6091.442868
1100	6078.13934
1101	6068.473016
1102	6066.750749
1103	6065.063672
1104	6053.979057
1105	6052.143164
1106	6042.553857
1107	6040.886956
1108	6039.178088
1109	6026.360397
1110	6024.658466
1111	6022.965196
1112	6010.532361
1113	6008.843913
1114	6007.213003
1115	6005.589573
1116	5993.143342
1117	5983.625657
1118	5972.751805
1119	5971.144669
1120	5969.447416
1121	5961.367554
1122	5959.725156
1123	5955.446915
1124	5944.691712
1125	5943.121769
1126	5933.500422
1127	5921.268029
1128	5911.759302
1129	5902.93303
1130	5893.600721
1131	5892.04138
1132	5881.959968
1133	5880.354716
1134	5878.75756
1135	5870.940846
1136	5869.406479
1137	5867.87989
1138	5866.308573
1139	5864.646913
1140	5862.248649
1141	5853.926183
1142	5841.978948
1143	5830.172219
1144	5821.921432
1145	5820.431914
1146	5818.110153
1147	5813.776925
1148	5803.978895
1149	5801.831171
1150	5797.949948
1151	5787.916551
1152	5784.070118
1153	5782.576008
1154	5781.145907
1155	5779.555268
1156	5778.137017
1157	5769.331391
1158	5758.189658
1159	5750.22208
1160	5747.968166
1161	5739.798932
1162	5738.301006
1163	5736.259603
1164	5726.22576
1165	5724.198718
1166	5713.026153
1167	5711.0131
1168	5703.150991
1169	5701.156352
1170	5691.475415
1171	5690.126566
1172	5682.367315
1173	5680.965684
1174	5677.61708
1175	5669.916719
1176	5668.4911
1177	5666.554323
1178	5661.639293
1179	5650.74212
1180	5642.076696
1181	5637.539928
1182	5628.94216
1183	5627.64698
1184	5626.358001
1185	5617.965428
1186	5616.079748
1187	5608.11554
1188	5600.586466
1189	5598.548628
1190	5596.526488
1191	5585.7849
1192	5575.407739
1193	5573.565075
1194	5565.197798
1195	5563.953875
1196	5556.483048
1197	5549.113097
1198	5539.880007
1199	5538.067652
1200	5536.773517
1201	5526.558312
1202	5516.486559
1203	5509.190004
1204	5507.971814
1205	5500.741852
1206	5499.534203
1207	5491.158534
1208	5483.089672
1209	5481.154712
1210	5471.676596
1211	5467.926044
1212	5466.740096
1213	5465.488855
1214	5458.416002
1215	5450.28885
1216	5443.414013
1217	5434.803943
1218	5433.083646
1219	5431.920544
1220	5430.762898
1221	5427.066696
1222	5425.919772
1223	5424.778347
1224	5417.344263
1225	5408.926007
1226	5407.789229
1227	5402.866374
1228	5401.208125
1229	5393.35718
1230	5388.472655
1231	5381.55217
1232	5380.35182
1233	5371.581862
1234	5369.95076
1235	5362.588801
1236	5361.485816
1237	5360.388022
1238	5352.322851
1239	5350.71748
1240	5342.814241
1241	5341.522831
1242	5340.440008
1243	5333.661309
1244	5330.124954
1245	5322.19125
1246	5314.242925
1247	5306.374377
1248	5297.441938
1249	5295.879711
1250	5291.53092
1251	5282.294578
1252	5275.66984
1253	5268.289142
1254	5266.742695
1255	5259.269114
1256	5258.219478
1257	5249.587345
1258	5242.102675
1259	5237.436317
1260	5235.91391
1261	5234.402253
1262	5233.372755
1263	5226.564787
1264	5219.272155
1265	5213.164379
1266	5209.261334
1267	5208.247488
1268	5201.10631
1269	5200.097354
1270	5193.511465
1271	5192.047849
1272	5190.46806
1273	5184.271769
1274	5183.281243
1275	5182.295697
1276	5176.792289
1277	5168.166326
1278	5161.297204
1279	5152.919343
1280	5151.383704
1281	5142.422946
1282	5136.119638
1283	5134.708652
1284	5133.74479
1285	5124.465341
1286	5117.085162
1287	5116.126187
1288	5109.120069
1289	5102.238078
1290	5095.05077
1291	5094.09848
1292	5088.382973
1293	5087.435706
1294	5082.773026
1295	5077.324904
1296	5069.485443
1297	5065.134597
1298	5057.549816
1299	5050.644583
1300	5049.277933
1301	5042.195209
1302	5041.265674
1303	5039.914923
1304	5038.573752
1305	5031.244285
1306	5030.330651
1307	5023.945441
1308	5022.624429
1309	5021.313517
1310	5013.466357
1311	5004.993521
1312	4999.136276
1313	4990.878042
1314	4986.163077
1315	4977.66198
1316	4973.174809
1317	4966.819334
1318	4962.405541
1319	4957.93715
1320	4953.823075
1321	4952.553619
1322	4944.135962
1323	4937.187505
1324	4935.79992
1325	4929.906859
1326	4924.221315
1327	4917.234864
1328	4908.229028
1329	4903.941513
1330	4902.672494
1331	4895.431565
1332	4887.258774
1333	4880.601151
1334	4876.350899
1335	4869.369985
1336	4861.272989
1337	4854.907668
1338	4848.572906
1339	4847.331802
1340	4840.255458
1341	4832.325501
1342	4828.065631
1343	4821.57614
1344	4817.401289
1345	4809.468585
1346	4802.689452
1347	4798.752268
1348	4792.267616
1349	4787.757904
1350	4781.633017
1351	4777.920327
1352	4770.394994
1353	4763.271176
1354	4756.948697
1355	4752.488805
1356	4749.024536
1357	4745.48294
1358	4741.062236
1359	4734.665698
1360	4727.462546
1361	4722.708341
1362	4715.92193
1363	4711.579743
1364	4708.183329
1365	4701.463806
1366	4696.299368
1367	4690.540731
1368	4687.172018
1369	4682.888374
1370	4678.618434
1371	4672.670965
1372	4666.889215
1373	4663.456802
1374	4658.312671
1375	4651.201488
1376	4645.67587
1377	4642.66822
1378	4636.033818
1379	4633.165212
1380	4630.323104
1381	4627.507222
1382	4620.063297
1383	4617.274549
1384	4610.921463
1385	4606.3943
1386	4603.017418
1387	4600.176226
1388	4593.60294
1389	4592.448632
1390	4589.735398
1391	4588.285927
1392	4583.798496
1393	4582.6678
1394	4575.549161
1395	4569.328833
1396	4562.280965
1397	4561.155063
1398	4554.276632
1399	4553.097581
1400	4551.986261
1401	4545.24997
1402	4544.089084
1403	4539.317332
1404	4534.843091
1405	4528.054414
1406	4527.028518
1407	4525.938241
1408	4524.796941
1409	4523.721494
1410	4518.364501
1411	4511.729103
1412	4505.586017
1413	4501.907796
1414	4498.493936
1415	4491.93972
1416	4488.554488
1417	4482.020071
1418	4475.557276
1419	4471.293221
1420	4470.217478
1421	4469.149359
1422	4468.103617
1423	4461.752824
1424	4460.656499
1425	4455.85767
1426	4450.820553
1427	4449.788687
1428	4449.068005
1429	4443.71391
1430	4436.868134
1431	4435.793323
1432	4432.215134
1433	4425.895553
1434	4424.778963
1435	4421.227848
1436	4420.20938
1437	4414.151414
1438	4409.969981
1439	4409.269034
1440	4405.561029
1441	4404.466291
1442	4397.30834
1443	4392.022816
1444	4387.212054
1445	4381.401175
1446	4377.917254
1447	4371.795738
1448	4368.360838
1449	4367.593954
1450	4364.652414
1451	4358.111363
1452	4354.966844
1453	4353.935572
1454	4349.230042
1455	4348.245077
1456	4347.180728
1457	4346.223994
1458	4340.816736
1459	4340.153953
1460	4334.64703
1461	4333.695452
1462	4332.750779
1463	4331.971556
1464	4326.79556
1465	4326.06269
1466	4325.042316
1467	4324.272025
1468	4318.689373
1469	4318.049677
1470	4311.767
1471	4306.60937
1472	4300.984856
1473	4300.217449
1474	4299.45376
1475	4298.505816
1476	4292.99519
1477	4287.892832
1478	4287.133714
1479	4286.281884
1480	4285.365745
1481	4284.456103
1482	4277.814767
1483	4277.187283
1484	4270.800391
1485	4270.174159
1486	4269.558726
1487	4268.943459
1488	4268.325249
1489	4267.594349
1490	4260.944979
1491	4254.851017
1492	4252.605102
1493	4250.379542
1494	4248.162687
1495	4243.198533
1496	4236.685376
1497	4235.697267
1498	4230.360769
1499	4225.938557
1500	4225.26809
1501	4219.570176
1502	4217.566101
1503	4216.850665
1504	4214.865473
1505	4214.206132
1506	4213.244652
1507	4212.591701
1508	4206.834333
1509	4206.030581
1510	4204.071915
1511	4203.273694
1512	4197.828315
1513	4192.670464
1514	4191.874084
1515	4191.081145
1516	4186.541691
1517	4180.557713
1518	4177.905045
1519	4175.278822
1520	4174.647872
1521	4169.605038
1522	4164.917491
1523	4164.131646
1524	4158.225931
1525	4157.443383
1526	4152.757245
1527	4147.893332
1528	4147.212506
1529	4142.6647
1530	4141.885276
1531	4139.796811
1532	4139.023042
1533	4138.34958
1534	4135.782966
1535	4129.808245
1536	4129.194528
1537	4128.463264
1538	4122.393393
1539	4120.50232
1540	4115.853268
1541	4115.194446
1542	4110.340195
1543	4105.720267
1544	4102.420657
1545	4097.384834
1546	4096.777217
1547	4096.11692
1548	4095.270669
1549	4094.669583
1550	4093.794492
1551	4089.642524
1552	4085.123551
1553	4080.67433
1554	4075.870014
1555	4075.215304
1556	4070.924256
1557	4070.391718
1558	4069.631855
1559	4068.804021
1560	4068.158934
1561	4064.092222
1562	4063.45329
1563	4058.664743
1564	4058.022423
1565	4057.204689
1566	4052.432071
1567	4047.941756
1568	4047.095264
1569	4042.039105
1570	4038.143926
1571	4037.40255
1572	4032.920316
1573	4032.087461
1574	4027.638722
1575	4022.141829
1576	4021.51358
1577	4017.097676
1578	4012.718775
1579	4008.372829
1580	4007.609919
1581	4002.395606
1582	3998.157687
1583	3992.333204
1584	3990.752695
1585	3986.497841
1586	3982.5279
1587	3981.789992
1588	3977.572542
1589	3976.843741
1590	3972.486703
1591	3967.284158
1592	3961.770516
1593	3961.014527
1594	3960.290863
1595	3959.571609
1596	3958.857012
1597	3953.397837
1598	3952.078059
1599	3951.461621
1600	3947.316039
1601	3943.042809
1602	3937.603467
1603	3936.796004
1604	3932.58825
1605	3928.052313
1606	3927.252633
1607	3922.769494
1608	3922.156257
1609	3921.363332
1610	3920.635868
1611	3915.350013
1612	3914.635096
1613	3910.79667
1614	3906.945958
1615	3906.282123
1616	3901.191238
1617	3897.039751
1618	3896.38507
1619	3892.617069
1620	3892.136571
1621	3891.421591
1622	3890.938443
1623	3887.341991
1624	3882.379798
1625	3881.106463
1626	3875.931129
1627	3870.543573
1628	3869.775526
1629	3869.305107
1630	3868.61364
1631	3868.028796
1632	3867.331001
1633	3866.641245
1634	3865.867668
1635	3861.892656
1636	3858.207432
1637	3854.324945
1638	3849.411977
1639	3846.072803
1640	3842.259261
1641	3839.135679
1642	3836.01747
1643	3832.111346
1644	3827.036525
1645	3823.97665
1646	3823.512573
1647	3819.012025
1648	3814.709879
1649	3813.601544
1650	3811.975574
1651	3811.401861
1652	3807.162169
1653	3806.482694
1654	3805.726023
1655	3801.576679
1656	3798.578802
1657	3798.122835
1658	3797.562854
1659	3794.021027
1660	3793.345978
1661	3788.50938
1662	3784.381897
1663	3780.327403
1664	3779.714295
1665	3775.758044
